Year,Activity,Sex,Age,Fatality,Time,Day,Month,Destination
2013,Swimming,M,11,N,Afternoon,Monday,May,"Florida, USA"
2013,Surfing,M,29,N,Afternoon,Wednesday,May,"Santa Cruz Island, ECUADOR"
2013,Body boarding,M,36,Y,Morning,Wednesday,May,"Saint-Gilles, REUNION"
2013,Surfing,M,16,N,Morning,Saturday,May,"Florida, USA"
2013,Swimming,F,34,N,Afternoon,Wednesday,April,"Quintana Roo, MEXICO"
2013,Fishing,M,51,N,Afternoon,Sunday,April,"New South Wales, AUSTRALIA"
2013,Playing,M,9,N,Morning,Wednesday,April,"Florida, USA"
2013,Surfing,M,21,N,Afternoon,Saturday,April,"Florida, USA"
2013,Kite boarding,M,53,N,Afternoon,Wednesday,April,"Tuamotus, FRENCH POLYNESIA"
2013,Surfing,M,58,N,Morning,Tuesday,April,"Hawaii, USA"
2013,Fishing,M,30,N,Morning,Saturday,March,"Western Cape Province, SOUTH AFRICA"
2013,Spearfishing,M,68,Y,Morning,Tuesday,March,"St. Catherine, JAMAICA"
2013,Spearfishing,M,28,N,Morning,Sunday,March,"Western Australia, AUSTRALIA"
2013,Swimming,M,46,Y,Afternoon,Wednesday,February,"North Island, NEW ZEALAND"
2013,Surfing,M,16,N,Afternoon,Sunday,February,"Florida, USA"
2013,Scuba diving,M,48,N,Morning,Saturday,February,"Society Islands, FRENCH POLYNESIA"
2013,Surfing,M,43,N,Afternoon,Wednesday,January,"Hawaii, USA"
2013,Spearfishing,M,26,N,Morning,Saturday,January,"Western Australia, AUSTRALIA"
2012,Surfing,M,23,N,Afternoon,Sunday,December,"New South Wales, AUSTRALIA"
2012,Paddle boarding,M,29,N,Morning,Friday,December,"New South Wales, AUSTRALIA"
2012,Surfing,M,32,N,Morning,Wednesday,December,"Western Australia, AUSTRALIA"
2012,Surfing,M,60,N,Afternoon,Wednesday,December,"Hawaii, USA"
2012,Spearfishing,M,31,N,Afternoon,Sunday,December,"New South Wales, AUSTRALIA"
2012,Snorkeling,M,61,N,Morning,Friday,November,"Hawaii, USA"
2012,Swimming,M,32,Y,Morning,Thursday,November,"Sinaloa, MEXICO"
2012,Surfing,M,14,N,Evening,Monday,November,"Florida, USA"
2012,Scuba diving,M,30,N,Morning,Sunday,November,"Hawaii, USA"
2012,Surfing,M,43,N,Morning,Sunday,November,"Hawaii, USA"
2012,Surfing,M,25,N,Afternoon,Tuesday,October,"California, USA"
2012,Swimming,F,51,N,Afternoon,Saturday,October,"Hawaii, USA"
2012,Surfing,M,39,Y,Morning,Tuesday,October,"California, USA"
2012,Surfing,M,24,N,Morning,Thursday,October,"Florida, USA"
2012,Paddle boarding,M,55,N,Morning,Thursday,October,"Hawaii, USA"
2012,Windsurfing,M,42,N,Evening,Wednesday,October,"California, USA"
2012,Body boarding,M,11,N,Afternoon,Tuesday,October,"Western Australia, AUSTRALIA"
2012,Surfing,M,21,N,Afternoon,Tuesday,September,"Florida, USA"
2012,Surfing,M,22,N,Afternoon,Monday,September,"Florida, USA"
2012,Surfing,M,52,N,Afternoon,Sunday,September,"Florida, USA"
2012,Surfing,M,25,N,Afternoon,Saturday,September,"Florida, USA"
2012,Surfing,M,30,N,Morning,Thursday,September,"Florida, USA"
2012,Surfing,M,37,N,Morning,Thursday,September,"Florida, USA"
2012,Surfing,M,32,N,Morning,Tuesday,September,"Florida, USA"
2012,Boogie boarding,F,8,N,Evening,Sunday,September,"Florida, USA"
2012,Swimming,F,56,N,Afternoon,Sunday,September,"Florida, USA"
2012,Surfing,M,34,N,Afternoon,Tuesday,August,"Western Australia, AUSTRALIA"
2012,Swimming,M,18,Y,Afternoon,Sunday,August,"Pernambuco, BRAZIL"
2012,Scuba diving,M,56,N,Afternoon,Wednesday,August,"Florida, USA"
2012,Surfing,M,39,N,Evening,Monday,August,"Saint-Leu, REUNION"
2012,Surfing,M,17,N,Morning,Tuesday,July,"California, USA"
2012,Surfing,M,48,N,Afternoon,Tuesday,July,"South Australia, AUSTRALIA"
2012,Surfing,M,44,N,Afternoon,Monday,July,"Hawaii, USA"
2012,Body surfing,M,50,N,Afternoon,Monday,July,"Massachusetts, USA"
2012,Surfing,M,22,Y,Afternoon,Monday,July,"Trois-Bassins, REUNION"
2012,Surfing,M,24,Y,Morning,Saturday,July,"Western Australia, AUSTRALIA"
2012,Swimming,F,43,N,Evening,Sunday,July,"North Carolina, USA"
2012,Kayaking,M,52,N,Morning,Saturday,July,"California, USA"
2012,Surfing,M,29,N,Afternoon,Friday,July,"Western Cape Province, SOUTH AFRICA"
2012,Swimming,M,6,N,Morning,Tuesday,June,"Florida, USA"
2012,Surfing,M,26,N,Afternoon,Tuesday,June,"Florida, USA"
2012,Sitting,F,16,N,Morning,Tuesday,June,"Hawaii, USA"
2012,Swimming,M,12,N,Afternoon,Friday,June,"Florida, USA"
2012,Surf skiing,M,62,N,Morning,Wednesday,June,"Western Australia, AUSTRALIA"
2012,Wading,F,6,N,Morning,Monday,June,"North Carolina, USA"
2012,Fishing,M,23,N,Afternoon,Friday,June,"Florida, USA"
2012,Swimming,F,18,N,Afternoon,Thursday,June,"South Carolina, USA"
2012,Swimming,M,16,N,Afternoon,Thursday,June,"South Carolina, USA"
2012,Surfing,M,42,N,Morning,Tuesday,June,"Victoria, AUSTRALIA"
2012,Surf skiing,M,30,N,Afternoon,Sunday,June,"New South Wales, AUSTRALIA"
2012,Boogie boarding,M,25,N,Morning,Saturday,June,"South Carolina, USA"
2012,Wading,F,33,N,Afternoon,Thursday,May,"North Carolina, USA"
2012,Spearfishing,M,46,N,Morning,Tuesday,May,"Guerrero, MEXICO"
2012,Surfing,M,22,N,Afternoon,Wednesday,May,"Florida, USA"
2012,Kayak fishing,M,30,N,Afternoon,Saturday,May,"California, USA"
2012,Swimming,F,47,N,Morning,Wednesday,May,"Florida, USA"
2012,Paddle boarding,F,15,N,Morning,Sunday,May,"California, USA"
2012,Surfing,M,28,N,Morning,Thursday,April,"Florida, USA"
2012,Body boarding,M,20,Y,Afternoon,Thursday,April,"Western Cape Province, SOUTH AFRICA"
2012,Surfing,M,28,N,Afternoon,Tuesday,April,"Hawaii, USA"
2012,Scuba diving,M,33,Y,Morning,Saturday,March,"Western Australia, AUSTRALIA"
2012,Surfing,M,21,N,Afternoon,Saturday,March,"Florida, USA"
2012,Surfing,M,20,N,Evening,Tuesday,March,"Queensland, AUSTRALIA"
2012,Surfing,M,61,N,Afternoon,Thursday,March,"Florida, USA"
2012,Surfing,F,15,N,Afternoon,Wednesday,March,"Florida, USA"
2012,Surfing,M,17,N,Afternoon,Wednesday,March,"Florida, USA"
2012,Scuba diving,F,34,N,Morning,Tuesday,March,"Victoria, AUSTRALIA"
2012,Body boarding,M,31,N,Afternoon,Monday,March,"Saint-Benoit, REUNION"
2012,Kite surfing,M,19,N,Afternoon,Sunday,March,"Florida, USA"
2012,Surfing,M,29,N,Afternoon,Monday,February,"Queensland, AUSTRALIA"
2012,Snorkeling,M,26,N,Afternoon,Thursday,January,"Western Australia, AUSTRALIA"
2012,Surfing,M,44,N,Afternoon,Wednesday,January,"New South Wales, AUSTRALIA"
2012,Swimming,M,25,Y,Afternoon,Sunday,January,"Eastern Cape Province, SOUTH AFRICA"
2012,Surfing,M,28,N,Night,Tuesday,January,"New South Wales, AUSTRALIA"
2012,Spearfishing,M,34,N,Morning,Monday,January,"Queensland, AUSTRALIA"
2011,Surfing,M,23,N,Evening,Sunday,December,"Santa Elena, ECUADOR"
2011,Surfing,M,27,N,Afternoon,Friday,December,"Florida, USA"
2011,Kayak fishing,M,35,N,Morning,Wednesday,December,"Eastern Cape Province, SOUTH AFRICA"
2011,Surfing,M,51,N,Midnight,Sunday,December,"New South Wales, AUSTRALIA"
2011,Surfing,M,63,N,Morning,Friday,December,"New South Wales, AUSTRALIA"
2011,Surfing,M,18,N,Afternoon,Tuesday,November,"Bali, INDONESIA"
2011,Swimming,M,10,N,Afternoon,Monday,November,"Queensland, AUSTRALIA"
2011,Spearfishing,M,42,N,Morning,Friday,November,"Bois-Blanc, REUNION"
2011,Scuba diving,M,32,Y,Afternoon,Saturday,October,"Western Australia, AUSTRALIA"
2011,Scuba diving,M,50,N,Afternoon,Wednesday,October,"Victoria, AUSTRALIA"
2011,Swimming,M,64,Y,Morning,Sunday,October,"Western Australia, AUSTRALIA"
2011,Swimming,M,43,N,Afternoon,Wednesday,September,"Western Cape Province, SOUTH AFRICA"
2011,Spearfishing,M,21,N,Afternoon,Saturday,September,"Florida, USA"
2011,Swimming,M,5,N,Morning,Saturday,September,"South Carolina, USA"
2011,Body boarding,M,38,Y,Afternoon,Monday,September,"Saint-Gilles, REUNION"
2011,Surfing,M,25,N,Morning,Friday,September,"Florida, USA"
2011,Surfing,M,37,N,Afternoon,Sunday,September,"California, USA"
2011,Kite surfing,M,30,N,Afternoon,Sunday,September,"Central Province, PAPUA NEW GUINEA"
2011,Body boarding,M,21,Y,Afternoon,Sunday,September,"Western Australia, AUSTRALIA"
2011,Surfing,M,19,N,Morning,Friday,September,"Florida, USA"
2011,Surfing,M,19,N,Morning,Wednesday,August,"Florida, USA"
2011,Fishing,F,39,N,Morning,Sunday,August,"Texas, USA"
2011,Surfing,M,49,Y,Morning,Tuesday,August,"Western Cape Province, SOUTH AFRICA"
2011,Wading,F,20,N,Evening,Wednesday,August,"North Carolina, USA"
2011,Swimming,M,25,N,Evening,Wednesday,August,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East), RUSSIA"
2011,Surfing,M,32,N,Afternoon,Tuesday,August,"Society Islands, FRENCH POLYNESIA"
2011,Floating,M,27,N,Night,Tuesday,August,"Puerto Rico, USA"
2011,Snorkeling,M,30,Y,Afternoon,Tuesday,August,"Praslin, SEYCHELLES"
2011,Swimming,M,54,N,Afternoon,Thursday,August,"North Carolina, USA"
2011,Scuba diving,M,36,Y,Afternoon,Monday,August,"Praslin, SEYCHELLES"
2011,Surfing,M,29,N,Morning,Friday,July,"Eastern Cape Province, SOUTH AFRICA"
2011,Boogie boarding,F,6,N,Evening,Tuesday,July,"North Carolina, USA"
2011,Scuba diving,M,54,N,Afternoon,Wednesday,July,"Grand Bahama Island, BAHAMAS"
2011,Swimming,M,12,N,Evening,Thursday,July,"Texas, USA"
2011,Surfing,M,16,N,Afternoon,Wednesday,July,"Saint-Gilles, REUNION"
2011,Kayaking,M,17,N,Morning,Tuesday,July,"Sucre, COLUMBIA"
2011,Snorkeling,M,28,N,Afternoon,Thursday,June,"Middle Caicos, TURKS & CAICOS"
2011,Surfing,M,21,N,Morning,Wednesday,June,"Pernambuco, BRAZIL"
2011,Scuba diving,M,22,N,Afternoon,Tuesday,June,"KwaZulu-Natal, SOUTH AFRICA"
2011,Playing,F,10,N,Afternoon,Thursday,June,"North Carolina, USA"
2011,Jet skiing,M,20,N,Afternoon,Tuesday,June,"Florida, USA"
2011,Surfing,M,15,Y,Afternoon,Sunday,June,"Guanacaste, COSTA RICA"
2011,Boogie boarding,M,31,Y,Evening,Wednesday,June,"Saint-Gilles, REUNION"
2011,Scuba diving,M,28,N,Afternoon,Sunday,June,"Florida, USA"
2011,Wading,M,19,N,Afternoon,Monday,June,"Florida, USA"
2011,Standing,F,22,N,Afternoon,Monday,May,"Texas, USA"
2011,Spearfishing,M,28,Y,Afternoon,Saturday,May,"KwaZulu-Natal, SOUTH AFRICA"
2011,Body surfing,M,86,N,Afternoon,Friday,May,"Florida, USA"
2011,Kite boarding,M,15,Y,Morning,Saturday,May,"North Province, NEW CALEDONIA"
2011,Surfing,M,37,N,Morning,Friday,May,"Florida, USA"
2011,Fishing,M,17,N,Afternoon,Saturday,April,"Western Australia, AUSTRALIA"
2011,Surfing,M,49,N,Afternoon,Friday,April,"Florida, USA"
2011,Surfing,M,41,N,Afternoon,Saturday,April,"South Island, NEW ZEALAND"
2011,Scuba diving,M,27,N,Afternoon,Friday,April,"Vitu Levu, FIJI"
2011,Surfing,M,48,N,Evening,Wednesday,March,"New South Wales, AUSTRALIA"
2011,Wakeboarding,F,24,N,Afternoon,Wednesday,March,"New South Wales, AUSTRALIA"
2011,Fishing,M,36,N,Morning,Monday,February,"Queensland, AUSTRALIA"
2011,Spearfishing,M,21,N,Afternoon,Wednesday,February,"Loyalty Islands, NEW CALEDONIA"
2011,Surfing,M,32,N,Evening,Friday,February,"Saint-Gilles, REUNION"
2011,Scuba diving,M,49,Y,Evening,Thursday,February,"South Australia, AUSTRALIA"
2011,Snorkeling,M,58,N,Afternoon,Saturday,February,"Western Australia, AUSTRALIA"
2011,Swimming,F,38,N,Afternoon,Monday,January,"Quintana Roo, MEXICO"
2011,Scuba diving,M,55,N,Afternoon,Wednesday,January,"West End, BAHAMAS"
2011,Surfing,M,16,Y,Afternoon,Saturday,January,"Eastern Cape Province, SOUTH AFRICA"
2010,Body boarding,M,16,N,Afternoon,Sunday,December,"Hawaii, USA"
2010,Surfing,M,46,N,Afternoon,Saturday,December,"Hawaii, USA"
2010,Snorkeling,F,70,Y,Afternoon,Sunday,December,"South Sinai Peninsula, EGYPT"
2010,Snorkeling,M,54,N,Morning,Wednesday,December,"South Sinai Peninsula, EGYPT"
2010,Snorkeling,M,46,N,Morning,Wednesday,December,"South Sinai Peninsula, EGYPT"
2010,Snorkeling,F,70,N,Afternoon,Tuesday,November,"South Sinai Peninsula, EGYPT"
2010,Snorkeling,F,48,N,Afternoon,Tuesday,November,"South Sinai Peninsula, EGYPT"
2010,Snorkeling,M,33,N,Afternoon,Friday,November,"Palmyra Atoll, USA"
2010,Snorkeling,F,20,N,Afternoon,Saturday,October,"Western Australia, AUSTRALIA"
2010,Scuba diving,M,30,N,Afternoon,Saturday,October,"Maine, USA"
2010,Body boarding,M,19,Y,Morning,Friday,October,"California, USA"
2010,Surfing,M,22,N,Afternoon,Saturday,October,"New South Wales, AUSTRALIA"
2010,Surfing,M,16,N,Afternoon,Friday,October,"Western Cape Province, SOUTH AFRICA"
2010,Surfing,M,29,N,Afternoon,Monday,September,"Oregon, USA"
2010,Surfing,M,18,N,Afternoon,Friday,September,"Virginia, USA"
2010,Surfing,M,15,N,Evening,Monday,September,"New South Wales, AUSTRALIA"
2010,Swimming,M,24,N,Afternoon,Monday,September,"Ha'api, TONGA"
2010,Surfing,M,24,N,Afternoon,Friday,September,"Florida, USA"
2010,Surfing,M,24,N,Morning,Friday,September,"Florida, USA"
2010,Boogie boarding,M,10,N,Morning,Wednesday,August,"Florida, USA"
2010,Surfing,M,31,Y,Morning,Tuesday,August,"Western Australia, AUSTRALIA"
2010,Swimming,F,16,N,Afternoon,Tuesday,August,"Jeju Province, SOUTH KOREA"
2010,Surfing,M,47,N,Morning,Sunday,August,"New South Wales, AUSTRALIA"
2010,Surfing,M,25,N,Afternoon,Saturday,August,"North Carolina, USA"
2010,Standing,F,37,N,Morning,Monday,August,"Florida, USA"
2010,Surfing,M,20,N,Afternoon,Friday,July,"Florida, USA"
2010,Swimming,M,10,N,Morning,Monday,July,"South Carolina, USA"
2010,Swimming,F,13,N,Afternoon,Saturday,July,"North Carolina, USA"
2010,Swimming,M,9,N,Morning,Friday,July,"Grand Canary Island, SPAIN"
2010,Fishing,M,20,N,Afternoon,Saturday,July,"New York, USA"
2010,Surfing,M,19,N,Evening,Friday,July,"California, USA"
2010,Stand-Up Paddleboarding,M,48,N,Afternoon,Friday,July,"California, USA"
2010,Swimming,F,13,N,Afternoon,Friday,June,"North Carolina, USA"
2010,Swimming,M,17,N,Evening,Tuesday,June,"Binh Dinh Province, VIETNAM"
2010,Boogie boarding,F,18,N,Afternoon,Thursday,June,"Florida, USA"
2010,Surfing,M,40,N,Afternoon,Sunday,June,"Western Australia, AUSTRALIA"
2010,Fishing,M,49,N,Morning,Sunday,May,"Florida, USA"
2010,Rescuing,F,58,N,Evening,Tuesday,May,"Binh Dinh Province, VIETNAM"
2010,Swimming,F,60,N,Evening,Tuesday,May,"Binh Dinh Province, VIETNAM"
2010,Scuba diving,M,59,N,Morning,Monday,May,"Antsiranana Province, MADAGASCAR"
2010,Wading,F,10,N,Morning,Saturday,May,"Florida, USA"
2010,Measuring sharks,M,29,N,Afternoon,Wednesday,April,"Florida, USA"
2010,Surfing,M,68,N,Afternoon,Monday,April,"Hawaii, USA"
2010,Surfing,M,35,N,Morning,Tuesday,April,"Eastern Cape Province, SOUTH AFRICA"
2010,Swimming,M,24,N,Afternoon,Sunday,April,"Sinai Peninsula, EGYPT"
2010,Surfing,M,34,N,Morning,Saturday,March,"Saint-Benoit, REUNION"
2010,Scuba diving,M,19,Y,Morning,Monday,February,"Off Vanua Levu, FIJI"
2010,Snorkeling,F,60,N,Afternoon,Saturday,February,"Queensland, AUSTRALIA"
2010,Surfing,M,46,N,Morning,Thursday,February,"New South Wales, AUSTRALIA"
2010,Body boarding,M,18,N,Afternoon,Saturday,February,"New South Wales, AUSTRALIA"
2010,Kite boarding,M,38,Y,Afternoon,Wednesday,February,"Florida, USA"
2010,Boogie boarding,F,14,N,Evening,Monday,February,"South Island, NEW ZEALAND"
2010,Surfing,M,54,N,Evening,Friday,January,"Dubai, UNITED ARAB EMIRATES (UAE)"
2010,Standing,M,37,Y,Afternoon,Tuesday,January,"Western Province, SOUTH AFRICA"
2010,Spearfishing,M,32,N,Morning,Wednesday,January,"Florida, USA"
2009,Wading,M,20,N,Morning,Tuesday,December,"Eastern Cape Province, SOUTH AFRICA"
2009,Swimming,M,55,N,Morning,Saturday,December,"New South Wales, AUSTRALIA"
2009,Swimming,M,27,N,Afternoon,Tuesday,December,"Maputo Province, MOZAMBIQUE"
2009,Spearfishing,M,18,N,Morning,Sunday,December,"Queensland, AUSTRALIA"
2009,Paddling,M,22,Y,Afternoon,Friday,December,"Eastern Cape Province, SOUTH AFRICA"
2009,Surfing,M,39,N,Morning,Sunday,December,"New South Wales, AUSTRALIA"
2009,Scuba diving,M,58,N,Afternoon,Saturday,December,"New Jersey, USA"
2009,Wading,M,10,N,Morning,Tuesday,November,"Florida, USA"
2009,Fishing,M,31,N,Afternoon,Monday,November,"California, USA"
2009,Surfing,M,22,N,Morning,Monday,November,"Florida, USA"
2009,Surfing,F,27,N,Afternoon,Friday,November,"Florida, USA"
2009,Surfing,M,18,N,Afternoon,Wednesday,November,"Florida, USA"
2009,Kayaking,M,25,N,Morning,Sunday,November,"South Australia, AUSTRALIA"
2009,Surfing,M,21,N,Evening,Thursday,November,"California, USA"
2009,Kayaking,M,27,N,Morning,Friday,October,"Victoria, AUSTRALIA"
2009,Paddle boarding,F,17,N,Morning,Wednesday,October,"New South Wales, AUSTRALIA"
2009,Surfing,M,54,N,Morning,Monday,October,"Hawaii, USA"
2009,Wading,F,10,N,Evening,Sunday,October,"Bocas, PANAMA"
2009,Scuba diving,M,23,N,Afternoon,Saturday,October,"Fife, SCOTLAND"
2009,Fishing,M,39,N,Afternoon,Friday,October,"Devon, UNITED KINGDOM"
2009,Swimming,M,60,Y,Night,Saturday,September,"North Carolina, USA"
2009,Rescuing,M,15,Y,Afternoon,Monday,September,"Pernambuco, BRAZIL"
2009,Surfing,M,25,Y,Afternoon,Saturday,August,"Western Cape Province, SOUTH AFRICA"
2009,Swimming,F,22,N,Afternoon,Tuesday,August,"California, USA"
2009,Swimming,M,26,N,Morning,Monday,August,"Florida, USA"
2009,Fishing,M,56,N,Morning,Saturday,August,"Louisiana, USA"
2009,Surfing,M,14,N,Morning,Thursday,July,"New South Wales, AUSTRALIA"
2009,Swimming,F,41,N,Evening,Wednesday,July,"Binh Dinh Province, VIETNAM"
2009,Wading,F,14,N,Afternoon,Friday,July,"Texas, USA"
2009,Swimming,F,26,N,Afternoon,Wednesday,July,"North Carolina, USA"
2009,Swimming,F,19,N,Afternoon,Wednesday,July,"Florida, USA"
2009,Surfing,M,37,N,Morning,Tuesday,July,"Western Cape Province, SOUTH AFRICA"
2009,Boogie boarding,F,12,N,Afternoon,Sunday,July,"Florida, USA"
2009,Swimming,F,43,N,Afternoon,Saturday,July,"Florida, USA"
2009,Surfing,M,52,N,Morning,Saturday,June,"New South Wales, AUSTRALIA"
2009,Snorkeling,F,50,Y,Morning,Monday,June,"St. Johns Reef, EGYPT"
2009,Fishing,M,46,N,Night,Sunday,May,"Off Green Island, TAIWAN"
2009,Surfing,M,31,N,Morning,Sunday,May,"Florida, USA"
2009,Surfing,M,49,N,Morning,Saturday,May,"Florida, USA"
2009,Surfing,M,55,N,Morning,Saturday,May,"Florida, USA"
2009,Spearfishing,M,27,N,Afternoon,Tuesday,May,"North Region, GUAM"
2009,Surfing,M,20,N,Afternoon,Tuesday,April,"Florida, USA"
2009,Swimming,M,23,N,Midnight,Monday,April,"Batangas province, PHILIPPINES"
2009,Surfing,M,52,N,Afternoon,Sunday,April,"Florida, USA"
2009,Surfing,M,31,N,Afternoon,Friday,April,"Florida, USA"
2009,Surf skiing,M,40,N,Morning,Sunday,April,"New South Wales, AUSTRALIA"
2009,Wading,M,15,N,Afternoon,Friday,April,"Florida, USA"
2009,Surfing,M,16,Y,Afternoon,Saturday,March,"Eastern Cape Province, SOUTH AFRICA"
2009,Surfing,M,17,N,Evening,Friday,March,"New South Wales, AUSTRALIA"
2009,Surfing,F,17,N,Evening,Wednesday,March,"Florida, USA"
2009,Swimming,M,61,N,Night,Tuesday,March,"Hawaii, USA"
2009,Surfing,M,19,Y,Morning,Friday,March,"South Province, NEW CALEDONIA"
2009,Fishing,M,40,N,Afternoon,Monday,March,"Western Cape Province, SOUTH AFRICA"
2009,Surfing,M,15,N,Morning,Sunday,March,"New South Wales, AUSTRALIA"
2009,Surfing,M,33,N,Morning,Thursday,February,"New South Wales, AUSTRALIA"
2009,Scuba diving,M,31,N,Morning,Wednesday,February,"New South Wales, AUSTRALIA"
2009,Surfing,M,41,N,Morning,Saturday,February,"New South Wales, AUSTRALIA"
2009,Spearfishing,M,15,N,Morning,Sunday,January,"Guantanamo Province, CUBA"
2009,Swimming,M,19,N,Afternoon,Saturday,January,"New South Wales, AUSTRALIA"
2009,Swimming,M,25,Y,Afternoon,Saturday,January,"Eastern Cape Province, SOUTH AFRICA"
2009,Snorkeling,M,24,N,Morning,Monday,January,"New South Wales, AUSTRALIA"
2009,Surfing,F,13,N,Afternoon,Sunday,January,"Tasmania, AUSTRALIA"
2009,Surfing,M,31,N,Morning,Sunday,January,"New South Wales, AUSTRALIA"
2009,Swimming,M,49,N,Evening,Tuesday,January,"North Island, NEW ZEALAND"
2008,Kayaking,M,29,N,Morning,Saturday,December,"New South Wales, AUSTRALIA"
2008,Snorkeling,M,51,Y,Morning,Saturday,December,"Western Australia, AUSTRALIA"
2008,Fishing,M,15,N,Night,Wednesday,December,"Western Cape Province, SOUTH AFRICA"
2008,Fishing,M,39,Y,Morning,Thursday,November,"Luzon, PHILIPPINES"
2008,Scuba diving,M,34,N,Evening,Wednesday,October,"New South Wales, AUSTRALIA"
2008,Surfing,M,15,N,Afternoon,Saturday,October,"New South Wales, AUSTRALIA"
2008,Fishing,M,11,N,Afternoon,Wednesday,October,"Florida, USA"
2008,Spearfishing,M,43,N,Afternoon,Monday,October,"Split-Dalmatia Count, CROATIA"
2008,Surfing,M,44,N,Morning,Sunday,September,"Florida, USA"
2008,Surfing,M,40,N,Morning,Sunday,September,"Florida, USA"
2008,Swimming,M,43,N,Afternoon,Monday,September,"Northern Territory, AUSTRALIA"
2008,Swimming,M,32,N,Afternoon,Sunday,September,"Florida, USA"
2008,Surfing,M,40,N,Afternoon,Tuesday,September,"Hawaii, USA"
2008,Surfing,M,51,N,Afternoon,Sunday,September,"New South Wales, AUSTRALIA"
2008,Surfing,M,43,N,Afternoon,Saturday,September,"Florida, USA"
2008,Surfing,M,15,N,Afternoon,Saturday,September,"Florida, USA"
2008,Surfing,M,52,N,Morning,Monday,September,"Florida, USA"
2008,Surfing,M,19,N,Afternoon,Thursday,August,"Florida, USA"
2008,Surfing,M,26,N,Morning,Wednesday,August,"Florida, USA"
2008,Swimming,M,20,N,Afternoon,Sunday,August,"Florida, USA"
2008,Swimming,M,47,N,Afternoon,Wednesday,August,"Florida, USA"
2008,Treading water,F,38,N,Evening,Saturday,August,"US Virgin Islands, USA"
2008,Wading,F,13,N,Afternoon,Tuesday,August,"Florida, USA"
2008,Surfing,M,31,N,Morning,Wednesday,July,"Victoria, AUSTRALIA"
2008,Surfing,M,17,N,Morning,Friday,July,"Florida, USA"
2008,Snorkeling,F,44,N,Morning,Friday,July,"Hawaii, USA"
2008,Wading,F,8,N,Afternoon,Thursday,July,"North Carolina, USA"
2008,Surfing,M,15,N,Afternoon,Wednesday,July,"Florida, USA"
2008,Wading,M,16,N,Afternoon,Saturday,July,"Florida, USA"
2008,Surfing,M,24,N,Afternoon,Friday,July,"South Carolina, USA"
2008,Swimming,F,14,N,Morning,Wednesday,July,"North Carolina, USA"
2008,Spearfishing,M,42,N,Morning,Saturday,June,"Abaco Islands, BAHAMAS"
2008,Surf skiing,M,46,N,Afternoon,Saturday,June,"Western Cape Province, SOUTH AFRICA"
2008,Surfing,M,29,N,Afternoon,Thursday,June,"Florida, USA"
2008,Swimming,M,37,N,Morning,Thursday,June,"South Carolina, USA"
2008,Kayaking,F,40,N,Morning,Saturday,June,"California, USA"
2008,Wading,F,35,N,Morning,Friday,June,"Florida, USA"
2008,Body surfing,F,15,N,Evening,Sunday,June,"South Carolina, USA"
2008,Swimming,M,14,N,Afternoon,Sunday,June,"Pernambuco, BRAZIL"
2008,Surfing,M,9,N,Afternoon,Monday,May,"North Carolina, USA"
2008,Surfing,M,49,N,Morning,Saturday,May,"Guerrero, MEXICO"
2008,Scuba diving,M,28,Y,Night,Wednesday,May,"Yasawa Islands, FIJI"
2008,Swimming,M,37,N,Morning,Saturday,May,"Western Australia, AUSTRALIA"
2008,Fishing,M,40,N,Afternoon,Wednesday,May,"North Province, NEW CALEDONIA"
2008,Wading,M,6,N,Morning,Wednesday,May,"Florida, USA"
2008,Surfing,M,24,Y,Afternoon,Monday,April,"Guerrero, MEXICO"
2008,Surfing,M,18,N,Morning,Monday,April,"Florida, USA"
2008,Surfing,M,24,N,Morning,Sunday,April,"Florida, USA"
2008,Swimming,M,32,N,Morning,Saturday,April,"North Province, NEW CALEDONIA"
2008,Surfing,M,21,N,Morning,Saturday,April,"Florida, USA"
2008,Swimming,M,66,Y,Morning,Friday,April,"California, USA"
2008,Surfing,M,14,N,Morning,Sunday,April,"Florida, USA"
2008,Surfing,M,30,N,Afternoon,Tuesday,April,"Florida, USA"
2008,Body boarding,M,16,Y,Morning,Tuesday,April,"New South Wales, AUSTRALIA"
2008,Walking,M,18,N,Afternoon,Thursday,April,"Florida, USA"
2008,Surfing,M,52,N,Evening,Friday,March,"Florida, USA"
2008,Walking,M,13,N,Morning,Sunday,March,"Florida, USA"
2008,Wading,M,14,N,Afternoon,Friday,March,"Florida, USA"
2008,Jet skiing,M,8,N,Afternoon,Saturday,March,"Florida, USA"
2008,Surfing,M,27,N,Morning,Friday,March,"California, USA"
2008,Scuba diving,M,49,Y,Morning,Sunday,February,"Northern Bahamas, BAHAMAS"
2008,Surfing,M,25,N,Evening,Friday,February,"Florida, USA"
2008,Standing,M,20,N,Morning,Sunday,January,"Queensland, AUSTRALIA"
